63 1899
57 8 1.000000
57 9 1.000000
57 10 1.000000
57 11 1.000000
57 12 1.000000
57 13 1.000000
57 14 1.000000
57 15 1.000000
57 16 1.000000
57 17 1.000000
57 18 1.000000
57 19 1.000000
57 20 1.000000
57 21 1.000000
57 22 1.000000
57 23 1.000000
57 24 1.000000
57 25 1.000000
57 26 1.000000
57 27 1.000000
57 28 1.000000
57 29 1.000000
57 30 1.000000
57 31 1.000000
57 32 1.000000
57 33 1.000000
57 34 1.000000
57 35 1.000000
57 36 1.000000
57 37 1.000000
57 38 1.000000
57 39 1.000000
57 40 1.000000
57 41 1.000000
57 42 1.000000
57 43 1.000000
57 44 1.000000
57 45 1.000000
57 46 1.000000
57 47 1.000000
57 48 1.000000
57 49 1.000000
57 50 1.000000
57 51 1.000000
57 52 1.000000
57 53 1.000000
57 54 1.000000
57 55 1.000000
57 56 1.000000
58 2 1.000000
58 63 1.000000
58 3 1.000000
58 4 1.000000
58 5 1.000000
58 6 1.000000
58 7 1.000000
58 8 1.000000
58 9 1.000000
58 10 1.000000
58 11 1.000000
58 12 1.000000
58 13 1.000000
58 14 1.000000
58 15 1.000000
58 16 1.000000
58 17 1.000000
58 18 1.000000
58 19 1.000000
58 20 1.000000
58 21 1.000000
58 22 1.000000
58 23 1.000000
58 24 1.000000
58 25 1.000000
58 26 1.000000
58 27 1.000000
58 28 1.000000
58 29 1.000000
58 30 1.000000
58 31 1.000000
58 32 1.000000
58 33 1.000000
58 34 1.000000
58 35 1.000000
58 36 1.000000
58 37 1.000000
58 38 1.000000
58 39 1.000000
58 40 1.000000
58 41 1.000000
58 42 1.000000
58 43 1.000000
58 44 1.000000
58 45 1.000000
58 46 1.000000
58 47 1.000000
58 48 1.000000
58 49 1.000000
58 50 1.000000
58 51 1.000000
58 52 1.000000
58 53 1.000000
58 54 1.000000
58 55 1.000000
58 56 1.000000
58 57 1.000000
59 2 1.000000
59 63 1.000000
59 3 1.000000
59 4 1.000000
59 5 1.000000
59 6 1.000000
59 7 1.000000
59 8 1.000000
59 9 1.000000
59 10 1.000000
59 11 1.000000
59 12 1.000000
59 13 1.000000
59 14 1.000000
59 15 1.000000
59 16 1.000000
59 17 1.000000
59 18 1.000000
59 19 1.000000
59 20 1.000000
59 21 1.000000
59 22 1.000000
59 23 1.000000
59 24 1.000000
59 25 1.000000
59 26 1.000000
59 27 1.000000
59 28 1.000000
59 29 1.000000
59 30 1.000000
59 31 1.000000
59 32 1.000000
59 33 1.000000
59 34 1.000000
59 35 1.000000
59 36 1.000000
59 37 1.000000
59 38 1.000000
59 39 1.000000
59 40 1.000000
59 41 1.000000
59 42 1.000000
59 43 1.000000
59 44 1.000000
59 45 1.000000
59 46 1.000000
59 47 1.000000
59 48 1.000000
59 49 1.000000
59 50 1.000000
59 51 1.000000
59 52 1.000000
59 53 1.000000
59 54 1.000000
59 55 1.000000
59 56 1.000000
59 57 1.000000
59 58 1.000000
60 2 1.000000
60 63 1.000000
60 3 1.000000
60 4 1.000000
60 5 1.000000
60 6 1.000000
60 7 1.000000
60 8 1.000000
60 9 1.000000
60 10 1.000000
60 11 1.000000
60 12 1.000000
60 13 1.000000
60 14 1.000000
60 15 1.000000
60 16 1.000000
60 17 1.000000
60 18 1.000000
60 19 1.000000
60 20 1.000000
60 21 1.000000
60 22 1.000000
60 23 1.000000
60 24 1.000000
60 25 1.000000
60 26 1.000000
60 27 1.000000
60 28 1.000000
60 29 1.000000
60 30 1.000000
60 31 1.000000
60 32 1.000000
60 33 1.000000
60 34 1.000000
60 35 1.000000
60 36 1.000000
60 37 1.000000
60 38 1.000000
60 39 1.000000
60 40 1.000000
60 41 1.000000
60 42 1.000000
60 43 1.000000
60 44 1.000000
60 45 1.000000
60 46 1.000000
60 47 1.000000
60 48 1.000000
60 49 1.000000
60 50 1.000000
60 51 1.000000
60 52 1.000000
60 53 1.000000
60 54 1.000000
60 55 1.000000
60 56 1.000000
60 57 1.000000
60 58 1.000000
60 59 1.000000
61 1 1.000000
61 2 1.000000
61 63 1.000000
61 3 1.000000
61 4 1.000000
61 5 1.000000
61 6 1.000000
61 7 1.000000
61 8 1.000000
61 9 1.000000
61 10 1.000000
61 11 1.000000
61 12 1.000000
61 13 1.000000
61 14 1.000000
61 15 1.000000
61 16 1.000000
61 17 1.000000
61 18 1.000000
61 19 1.000000
61 20 1.000000
61 21 1.000000
61 22 1.000000
61 23 1.000000
61 24 1.000000
61 25 1.000000
61 26 1.000000
61 27 1.000000
61 28 1.000000
61 29 1.000000
61 30 1.000000
61 31 1.000000
61 32 1.000000
61 33 1.000000
61 34 1.000000
61 35 1.000000
61 36 1.000000
61 37 1.000000
61 38 1.000000
61 39 1.000000
61 40 1.000000
61 41 1.000000
61 42 1.000000
61 43 1.000000
61 44 1.000000
61 45 1.000000
61 46 1.000000
61 47 1.000000
61 48 1.000000
61 49 1.000000
61 50 1.000000
61 51 1.000000
61 52 1.000000
61 53 1.000000
61 54 1.000000
61 55 1.000000
61 56 1.000000
61 57 1.000000
61 58 1.000000
61 59 1.000000
61 60 1.000000
62 2 1.000000
62 63 1.000000
62 3 1.000000
62 4 1.000000
62 5 1.000000
62 6 1.000000
62 7 1.000000
62 8 1.000000
62 9 1.000000
62 10 1.000000
62 11 1.000000
62 12 1.000000
62 13 1.000000
62 14 1.000000
62 15 1.000000
62 16 1.000000
62 17 1.000000
62 18 1.000000
62 19 1.000000
62 20 1.000000
62 21 1.000000
62 22 1.000000
62 23 1.000000
62 24 1.000000
62 25 1.000000
62 26 1.000000
62 27 1.000000
62 28 1.000000
62 29 1.000000
62 30 1.000000
62 31 1.000000
62 32 1.000000
62 33 1.000000
62 34 1.000000
62 35 1.000000
62 36 1.000000
62 37 1.000000
62 38 1.000000
62 39 1.000000
62 40 1.000000
62 41 1.000000
62 42 1.000000
62 43 1.000000
62 44 1.000000
62 45 1.000000
62 46 1.000000
62 47 1.000000
62 48 1.000000
62 49 1.000000
62 50 1.000000
62 51 1.000000
62 52 1.000000
62 53 1.000000
62 54 1.000000
62 55 1.000000
62 56 1.000000
62 57 1.000000
62 58 1.000000
62 59 1.000000
62 60 1.000000
62 61 1.000000


